id,width,height,x,y,winning,acerto,pontos,time
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,7,False,0,0,1647994132.8878918
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,3,False,-1,0,1647994132.8888996
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,2,False,0,0,1647994132.889891
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,2,False,-1,0,1647994132.890885
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,6,False,0,0,1647994132.8918755
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,3,False,-2,0,1647994132.8928115
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,6,False,-2,0,1647994132.893736
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,-1,0,1647994132.8947303
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,6,False,0,0,1647994132.8957188
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,6,False,-1,0,1647994132.8967166
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,6,False,0,0,1647994132.8977056
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,5,False,-1,0,1647994132.8987005
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,0,False,0,0,1647994132.899684
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,7,False,-1,0,1647994132.9006827
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,4,False,0,0,1647994132.9016645
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,1,False,-1,0,1647994132.9026723
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,0,0,1647994132.903663
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,5,False,-1,0,1647994132.9046693
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,6,False,0,0,1647994132.9056523
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,4,False,-1,0,1647994132.9066489
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,4,False,0,0,1647994132.907634
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,6,False,-1,0,1647994132.9086282
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,0,False,0,0,1647994132.9096136
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,6,False,-1,0,1647994132.9106014
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,3,False,0,0,1647994132.911587
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,0,False,-1,0,1647994132.9125829
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,2,False,0,0,1647994132.9135711
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,5,False,-1,0,1647994132.9145622
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,2,False,0,0,1647994132.915552
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,6,False,-1,0,1647994132.91655
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,7,False,0,0,1647994132.9175391
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,7,False,1,10,1647994132.918502
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,1,False,0,10,1647994132.9194863
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,6,False,-1,9,1647994132.9204853
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,5,False,0,9,1647994132.9214768
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,7,False,-1,5,1647994132.9224696
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,7,False,-2,5,1647994132.9234388
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,6,False,0,5,1647994132.9244792
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,0,False,-1,0,1647994132.9255643
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,0,False,0,0,1647994132.9267275
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,6,False,-1,0,1647994132.9280214
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,4,False,0,0,1647994132.9292223
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,0,False,-1,0,1647994132.930364
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,2,False,0,0,1647994132.9314408
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,1,False,-1,0,1647994132.9325302
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,2,False,0,0,1647994132.9336028
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,3,False,-1,0,1647994132.93468
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,2,False,0,0,1647994132.9357543
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,1,False,-1,0,1647994132.936825
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,0,False,0,0,1647994132.9378288
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,4,False,-1,0,1647994132.9388564
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,3,False,0,0,1647994132.939845
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,4,False,-1,0,1647994132.9408846
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,0,0,1647994132.941937
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,6,False,-1,0,1647994132.942975
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,2,False,0,0,1647994132.9439645
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,6,False,-1,0,1647994132.9449673
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,5,False,0,0,1647994132.9459558
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,7,False,-1,0,1647994132.946951
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,7,False,-2,0,1647994132.9478755
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,3,False,-2,0,1647994132.948807
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,3,False,0,0,1647994132.9497864
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,3,False,-2,0,1647994132.950714
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,7,False,-1,0,1647994132.951693
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,7,False,0,0,1647994132.9526825
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,3,False,-1,0,1647994132.9536717
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,1,False,0,0,1647994132.9546683
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,3,False,-2,0,1647994132.9555943
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,6,False,-1,0,1647994132.9565856
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,3,False,-2,0,1647994132.957512
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,7,False,-2,0,1647994132.9584353
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,3,False,0,0,1647994132.959421
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,6,False,-1,0,1647994132.9604125
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,0,False,0,0,1647994132.9613967
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,6,False,-1,0,1647994132.9624145
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,1,False,0,0,1647994132.9635055
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,2,False,-1,0,1647994132.9644978
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,0,False,0,0,1647994132.9654794
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,4,False,-1,0,1647994132.966465
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,2,False,0,0,1647994132.967451
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,5,False,-1,0,1647994132.968443
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,0,0,1647994132.9694357
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,-2,0,1647994132.9703617
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,5,False,-1,0,1647994132.9713435
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,4,False,0,0,1647994132.9723306
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,6,False,-1,0,1647994132.9733524
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,3,False,0,0,1647994132.974337
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,1,False,-1,0,1647994132.975349
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,7,False,0,0,1647994132.9763267
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,2,False,-1,0,1647994132.9773238
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,2,False,0,0,1647994132.9783075
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,0,False,-1,0,1647994132.979294
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,0,False,0,0,1647994132.9802785
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,5,False,-1,0,1647994132.9812672
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,0,False,0,0,1647994132.9822493
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,2,False,-1,0,1647994132.9832673
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,1,False,0,0,1647994132.9842453
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,0,False,-1,0,1647994132.9852388
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,6,False,0,0,1647994132.9862213
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,7,False,-1,0,1647994132.9872122
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,7,False,-2,0,1647994132.9881346
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,7,False,0,0,1647994132.9891214
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,3,False,-2,0,1647994132.9900448
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,7,False,-1,0,1647994132.991034
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,6,False,0,0,1647994132.9920232
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,5,False,-1,0,1647994132.9930143
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,5,False,0,0,1647994132.9939983
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,5,False,-2,0,1647994132.9949317
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,2,False,-1,0,1647994132.9959147
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,0,False,0,0,1647994132.9969058
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,5,False,-1,0,1647994132.9978905
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,7,False,0,0,1647994132.9988768
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,2,False,-1,0,1647994132.9998589
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,5,False,0,0,1647994133.0009234
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,1,False,-1,0,1647994133.0019386
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,7,False,-2,0,1647994133.0030346
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,4,False,0,0,1647994133.0040562
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,2,False,-1,0,1647994133.00517
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,4,False,0,0,1647994133.0061636
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,3,False,-2,0,1647994133.0070934
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,0,False,-1,0,1647994133.0081463
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,1,False,0,0,1647994133.0091908
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,2,False,-1,0,1647994133.0101814
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,7,False,0,0,1647994133.0111709
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,4,False,-1,0,1647994133.0121613
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,6,False,0,0,1647994133.013196
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,1,False,-1,0,1647994133.014189
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,5,False,0,0,1647994133.0152078
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,4,False,-1,0,1647994133.0161955
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,6,False,0,0,1647994133.0172317
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,0,False,-1,0,1647994133.018219
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,7,False,0,0,1647994133.019205
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,0,False,-1,0,1647994133.020192
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,7,False,0,0,1647994133.0212257
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,1,False,-1,0,1647994133.0222151
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,0,False,0,0,1647994133.023239
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,4,False,-1,0,1647994133.0242236
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,4,False,0,0,1647994133.025237
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,3,False,-1,0,1647994133.026227
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,6,False,0,0,1647994133.027217
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,7,False,-1,0,1647994133.028202
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,2,False,0,0,1647994133.0291953
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,6,0,False,-1,0,1647994133.030186
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,2,False,0,0,1647994133.031172
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,0,7,False,-1,0,1647994133.0321672
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,7,False,0,0,1647994133.0331562
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,4,False,-1,0,1647994133.0341415
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,6,False,0,0,1647994133.0351226
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,3,False,-1,0,1647994133.036105
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,1,False,0,0,1647994133.0370948
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,1,4,False,-1,0,1647994133.038073
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,3,False,0,0,1647994133.039055
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,5,7,False,-1,0,1647994133.0400422
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,5,False,0,0,1647994133.0410304
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,4,False,-1,0,1647994133.0420132
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,2,2,False,0,0,1647994133.042999
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,4,1,False,-1,0,1647994133.044029
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,3,6,False,0,0,1647994133.0450163
bcfea1a5-b584-4d90-82e4-6b21f9f97470,8,8,7,1,False,-1,0,1647994133.046003
